Line,set(),{'la_1'},{'a_2'},{'i_1'},{'o_1'},"{'i_1', 'o_1'}",{'e_2'},"{'a_2', 'e_2'}","{'a_2', 'i_1'}",{'la_2'},{'a_3'},"{'a_3', 'e_2'}","{'a_2', 'a_3', 'e_2'}","{'o_1', 'e_2'}"
45,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.299999999999999,10.0,,,,,,,
46,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.299999999999999,10.0,,,,,,,
47,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.399999999999999,10.0,,,,,,,
48,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.499999999999998,10.0,,,,,,,
49,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.499999999999998,10.0,,,,,,,
50,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.499999999999998,10.0,,,,,,,
51,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.499999999999998,10.0,,,,,,,
52,10.0,0,12.099999999999993,10.299999999999999,10.799999999999997,10.499999999999998,10.0,,,,,,,
53,10.0,0,12.099999999999993,10.299999999999999,10.899999999999997,10.499999999999998,10.0,,,,,,,
54,10.0,0,12.199999999999992,10.299999999999999,10.899999999999997,10.499999999999998,10.0,,,,,,,
55,10.0,0,12.299999999999992,10.299999999999999,10.899999999999997,10.499999999999998,10.0,,,,,,,
56,10.0,0,12.299999999999992,10.299999999999999,10.899999999999997,10.499999999999998,10.0,,,,,,,
57,10.0,0,12.299999999999992,10.299999999999999,10.899999999999997,10.499999999999998,10.0,,,,,,,
58,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.499999999999998,10.0,,,,,,,
59,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.599999999999998,10.0,,,,,,,
60,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.599999999999998,10.1,,,,,,,
61,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.699999999999998,10.1,,,,,,,
62,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.699999999999998,10.1,,,,,,,
63,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.699999999999998,10.1,,,,,,,
64,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.699999999999998,10.1,,,,,,,
65,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.799999999999997,10.1,,,,,,,
66,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.799999999999997,10.1,,,,,,,
67,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.799999999999997,10.1,10.0,,,,,,
68,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.799999999999997,10.1,10.1,,,,,,
69,10.0,0,12.299999999999992,10.299999999999999,10.999999999999996,10.899999999999997,10.1,10.1,,,,,,
70,10.0,0,12.399999999999991,10.299999999999999,10.999999999999996,10.899999999999997,10.1,10.1,,,,,,
71,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,10.899999999999997,10.1,10.1,,,,,,
72,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,10.999999999999996,10.1,10.1,,,,,,
73,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.099999999999996,10.1,10.1,,,,,,
74,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.099999999999996,10.1,10.1,,,,,,
75,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.099999999999996,10.1,10.1,,,,,,
76,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.099999999999996,10.1,10.1,10.0,,,,,
77,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.099999999999996,10.1,10.1,10.0,,,,,
78,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.199999999999996,10.1,10.1,10.0,,,,,
79,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.199999999999996,10.1,10.1,10.0,,,,,
80,10.0,0,12.399999999999991,10.299999999999999,11.099999999999996,11.199999999999996,10.1,10.1,10.0,,,,,
81,10.0,0,12.399999999999991,10.399999999999999,11.099999999999996,11.699999999999996,10.1,10.1,10.0,,,,,
82,10.0,0,12.399999999999991,10.399999999999999,11.099999999999996,11.799999999999995,10.1,10.1,10.0,,,,,
83,10.0,0,12.399999999999991,10.399999999999999,11.099999999999996,11.799999999999995,10.1,10.1,10.0,,,,,
84,10.0,0,12.399999999999991,10.399999999999999,11.099999999999996,11.799999999999995,10.1,10.1,10.0,,,,,
85,10.0,0,12.399999999999991,10.399999999999999,11.199999999999996,12.299999999999995,10.1,10.1,10.0,,,,,
86,10.0,0,12.399999999999991,10.399999999999999,11.199999999999996,12.299999999999995,10.1,10.1,10.0,,,,,
87,10.0,0,12.399999999999991,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.0,,,,,
88,10.0,0,12.399999999999991,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.0,,,,,
89,10.0,0,12.499999999999991,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.0,,,,,
90,10.0,0,12.499999999999991,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.0,,,,,
91,10.0,0,12.59999999999999,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.0,,,,,
92,10.0,0,12.59999999999999,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.1,,,,,
93,10.0,0,12.59999999999999,10.399999999999999,11.299999999999995,12.799999999999995,10.1,10.1,10.1,,,,,
94,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.299999999999995,10.1,10.1,10.1,,,,,
95,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.299999999999995,10.1,10.1,10.1,,,,,
96,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.1,,,,,
97,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.2,,,,,
98,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.299999999999999,,,,,
99,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.299999999999999,,,,,
100,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.399999999999999,,,,,
101,10.0,0,12.59999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.499999999999998,,,,,
102,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.1,10.499999999999998,,,,,
103,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.2,10.499999999999998,,,,,
104,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.2,10.499999999999998,,,,,
105,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.299999999999999,10.499999999999998,,,,,
106,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
107,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.399999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
108,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
109,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
110,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
111,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.499999999999998,,,,,
112,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.599999999999998,,,,,
113,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.599999999999998,,,,,
114,10.0,0,12.69999999999999,10.399999999999999,11.399999999999995,13.499999999999995,10.1,10.399999999999999,10.599999999999998,,,,,
115,10.0,0,12.69999999999999,10.399999999999999,11.499999999999995,13.999999999999995,10.1,10.399999999999999,10.599999999999998,,,,,
116,10.0,0,12.69999999999999,10.399999999999999,11.499999999999995,13.999999999999995,10.1,10.399999999999999,10.699999999999998,,,,,
117,10.0,0,12.69999999999999,10.399999999999999,11.499999999999995,13.999999999999995,10.1,10.399999999999999,10.699999999999998,,,,,
118,10.0,0,12.69999999999999,10.399999999999999,11.499999999999995,14.099999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
119,10.0,0,12.79999999999999,10.399999999999999,11.499999999999995,14.099999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
120,10.0,0,12.79999999999999,10.399999999999999,11.499999999999995,14.099999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
121,10.0,0,12.79999999999999,10.399999999999999,11.499999999999995,14.099999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
122,10.0,0,12.79999999999999,10.399999999999999,11.599999999999994,14.599999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
123,10.0,0,12.79999999999999,10.399999999999999,11.599999999999994,14.599999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
124,10.0,0,12.79999999999999,10.399999999999999,11.699999999999994,15.099999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
125,10.0,0,12.79999999999999,10.399999999999999,11.799999999999994,15.599999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
126,10.0,0,12.79999999999999,10.399999999999999,11.799999999999994,15.699999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
127,10.0,0,12.79999999999999,10.399999999999999,11.799999999999994,15.799999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
128,10.0,0,12.79999999999999,10.499999999999998,11.799999999999994,15.799999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
129,10.0,0,12.79999999999999,10.499999999999998,11.799999999999994,15.799999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
130,10.0,0,12.79999999999999,10.499999999999998,11.799999999999994,15.799999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
131,10.0,0,12.89999999999999,10.499999999999998,11.799999999999994,15.799999999999994,10.1,10.399999999999999,10.699999999999998,,,,,
132,10.0,0,12.89999999999999,10.499999999999998,11.799999999999994,15.899999999999993,10.1,10.399999999999999,10.699999999999998,,,,,
133,10.0,0,12.89999999999999,10.499999999999998,11.899999999999993,16.39999999999999,10.1,10.399999999999999,10.699999999999998,,,,,
134,10.0,0,12.89999999999999,10.499999999999998,11.899999999999993,16.39999999999999,10.1,10.399999999999999,10.699999999999998,,,,,
135,10.0,0,12.89999999999999,10.499999999999998,11.999999999999993,16.89999999999999,10.1,10.399999999999999,10.699999999999998,,,,,
136,10.0,0,12.89999999999999,10.499999999999998,11.999999999999993,16.999999999999993,10.1,10.399999999999999,10.699999999999998,,,,,
137,10.0,0,12.89999999999999,10.499999999999998,12.099999999999993,17.499999999999993,10.1,10.399999999999999,10.699999999999998,,,,,
138,10.0,0,12.89999999999999,10.499999999999998,12.099999999999993,17.499999999999993,10.1,10.499999999999998,10.699999999999998,,,,,
139,10.0,0,12.89999999999999,10.499999999999998,12.099999999999993,17.499999999999993,10.1,10.499999999999998,10.699999999999998,,,,,
140,10.0,0,12.89999999999999,10.499999999999998,12.099999999999993,17.499999999999993,10.1,10.499999999999998,10.799999999999997,,,,,
141,10.0,0,12.89999999999999,10.499999999999998,12.199999999999992,17.999999999999993,10.1,10.499999999999998,10.799999999999997,,,,,
142,10.0,0,12.89999999999999,10.499999999999998,12.199999999999992,18.099999999999994,10.1,10.499999999999998,10.799999999999997,,,,,
143,10.0,0,12.89999999999999,10.499999999999998,12.199999999999992,18.199999999999996,10.1,10.499999999999998,10.799999999999997,,,,,
144,10.0,0,12.89999999999999,10.499999999999998,12.199999999999992,18.199999999999996,10.1,10.599999999999998,10.799999999999997,,,,,
145,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.699999999999996,10.1,10.599999999999998,10.799999999999997,,,,,
146,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.699999999999996,10.1,10.599999999999998,10.799999999999997,,,,,
147,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.699999999999996,10.1,10.599999999999998,10.799999999999997,,,,,
148,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.699999999999996,10.1,10.699999999999998,10.799999999999997,,,,,
149,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.699999999999996,10.1,10.699999999999998,10.799999999999997,,,,,
150,10.0,0,12.89999999999999,10.499999999999998,12.299999999999992,18.799999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
151,10.0,0,12.99999999999999,10.499999999999998,12.299999999999992,18.799999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
152,10.0,0,12.99999999999999,10.499999999999998,12.299999999999992,18.799999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
153,10.0,0,12.99999999999999,10.499999999999998,12.399999999999991,19.299999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
154,10.0,0,12.99999999999999,10.499999999999998,12.399999999999991,19.299999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
155,10.0,0,12.99999999999999,10.499999999999998,12.399999999999991,19.299999999999997,10.1,10.699999999999998,10.799999999999997,,,,,
156,10.0,0,12.99999999999999,10.499999999999998,12.399999999999991,19.4,10.1,10.699999999999998,10.799999999999997,,,,,
157,10.0,0,12.99999999999999,10.599999999999998,12.399999999999991,19.9,10.1,10.699999999999998,10.799999999999997,,,,,
158,10.0,0,12.99999999999999,10.599999999999998,12.399999999999991,19.9,10.1,10.699999999999998,10.899999999999997,,,,,
159,10.0,0,12.99999999999999,10.599999999999998,12.399999999999991,19.9,10.1,10.799999999999997,10.899999999999997,,,,,
160,10.0,0,13.099999999999989,10.599999999999998,12.399999999999991,19.9,10.1,10.799999999999997,10.899999999999997,,,,,
161,10.0,0,13.099999999999989,10.599999999999998,12.399999999999991,19.9,10.1,10.799999999999997,10.899999999999997,,,,,
162,10.0,0,13.099999999999989,10.599999999999998,12.399999999999991,19.9,10.1,10.799999999999997,10.899999999999997,,,,,
163,10.0,0,13.099999999999989,10.599999999999998,12.399999999999991,19.9,10.1,10.899999999999997,10.899999999999997,,,,,
164,10.0,0,13.099999999999989,10.699999999999998,12.399999999999991,19.9,10.1,10.899999999999997,10.899999999999997,,,,,
165,10.0,0,13.099999999999989,10.699999999999998,12.399999999999991,19.9,10.1,10.899999999999997,10.899999999999997,,,,,
166,10.0,0,13.099999999999989,10.699999999999998,12.399999999999991,20.0,10.1,10.899999999999997,10.899999999999997,,,,,
167,10.0,0,13.099999999999989,10.699999999999998,12.399999999999991,20.1,10.1,10.899999999999997,10.899999999999997,,,,,
168,10.0,0,13.199999999999989,10.699999999999998,12.399999999999991,20.1,10.1,10.899999999999997,10.899999999999997,,,,,
169,10.0,0,13.299999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.899999999999997,10.899999999999997,,,,,
170,10.0,0,13.299999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,10.899999999999997,,,,,
171,10.0,0,13.399999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,10.899999999999997,,,,,
172,10.0,0,13.399999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,10.999999999999996,,,,,
173,10.0,0,13.399999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,10.999999999999996,10.1,,,,
174,10.0,0,13.399999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,11.099999999999996,10.1,,,,
175,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,11.099999999999996,10.1,,,,
176,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,11.199999999999996,10.1,,,,
177,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.1,10.1,10.999999999999996,11.199999999999996,0,10.0,,,
178,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.200000000000003,10.1,10.999999999999996,11.199999999999996,0,10.0,,,
179,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.200000000000003,10.1,10.999999999999996,11.299999999999995,0,10.0,,,
180,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.200000000000003,10.1,10.999999999999996,11.299999999999995,0,10.0,,,
181,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.300000000000004,10.1,10.999999999999996,11.299999999999995,0,10.0,,,
182,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.300000000000004,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
183,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.300000000000004,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
184,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.400000000000006,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
185,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.400000000000006,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
186,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.400000000000006,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
187,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
188,10.0,0,13.499999999999988,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
189,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.399999999999995,0,10.0,,,
190,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.499999999999995,0,10.0,,,
191,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
192,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
193,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
194,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
195,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
196,10.0,0,13.599999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
197,10.0,0,13.699999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.599999999999994,0,10.0,,,
198,10.0,0,13.699999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,10.999999999999996,11.699999999999994,0,10.0,,,
199,10.0,0,13.699999999999987,10.699999999999998,12.399999999999991,20.500000000000007,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
200,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.500000000000007,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
201,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.500000000000007,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
202,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.500000000000007,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
203,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.60000000000001,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
204,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.70000000000001,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
205,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.80000000000001,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
206,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.80000000000001,10.1,11.099999999999996,11.699999999999994,0,10.0,,,
207,10.0,0,13.799999999999986,10.699999999999998,12.399999999999991,20.80000000000001,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
208,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,20.80000000000001,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
209,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,20.80000000000001,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
210,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,20.900000000000013,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
211,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,20.900000000000013,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
212,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,21.000000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
213,10.0,0,13.899999999999986,10.699999999999998,12.399999999999991,21.000000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
214,10.0,0,13.999999999999986,10.699999999999998,12.399999999999991,21.000000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
215,10.0,0,13.999999999999986,10.699999999999998,12.399999999999991,21.000000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
216,10.0,0,14.099999999999985,10.699999999999998,12.399999999999991,21.000000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
217,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.500000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
218,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.500000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
219,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.500000000000014,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
220,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.600000000000016,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
221,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.600000000000016,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
222,10.0,0,14.099999999999985,10.799999999999997,12.399999999999991,21.700000000000017,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
223,10.0,0,14.199999999999985,10.799999999999997,12.399999999999991,21.700000000000017,10.1,11.199999999999996,11.699999999999994,0,10.0,,,
224,10.0,0,14.199999999999985,10.799999999999997,12.399999999999991,21.700000000000017,10.1,11.299999999999995,11.699999999999994,0,10.0,,,
225,10.0,0,14.299999999999985,10.799999999999997,12.399999999999991,21.700000000000017,10.1,11.299999999999995,11.699999999999994,0,10.0,,,
226,10.0,0,14.299999999999985,10.799999999999997,12.499999999999991,22.200000000000017,10.1,11.299999999999995,11.699999999999994,0,10.0,,,
227,10.0,0,14.299999999999985,10.799999999999997,12.499999999999991,22.200000000000017,10.1,11.299999999999995,11.699999999999994,0,10.0,,,
228,10.0,0,14.299999999999985,10.799999999999997,12.499999999999991,22.200000000000017,10.1,11.299999999999995,11.799999999999994,0,10.0,,,
229,10.0,0,14.299999999999985,10.799999999999997,12.499999999999991,22.30000000000002,10.1,11.299999999999995,11.799999999999994,0,10.0,,,
230,10.0,0,14.299999999999985,10.799999999999997,12.499999999999991,22.30000000000002,10.1,11.299999999999995,11.799999999999994,0,10.0,,,
231,10.0,0,14.299999999999985,10.799999999999997,12.59999999999999,22.80000000000002,10.1,11.299999999999995,11.799999999999994,0,10.0,,,
232,10.0,0,14.299999999999985,10.799999999999997,12.59999999999999,22.80000000000002,10.1,11.299999999999995,11.899999999999993,0,10.0,,,
233,10.0,0,14.299999999999985,10.799999999999997,12.59999999999999,22.80000000000002,10.1,11.299999999999995,11.999999999999993,0,10.0,,,
234,10.0,0,14.299999999999985,10.799999999999997,12.59999999999999,22.80000000000002,10.1,11.299999999999995,11.999999999999993,0,10.0,,,
235,10.0,0,14.299999999999985,10.799999999999997,12.59999999999999,22.90000000000002,10.1,11.299999999999995,11.999999999999993,0,10.0,,,
